Student_ID,Country,Age,Gender,Education_Level,Field_of_Study,Platform_Used,Device_Used,Learning_Mode,Enrollment_Date,Daily_Learning_Hours,Quizzes_Attempted,Assignments_Submitted,Course_Completion_Rate(%),Satisfaction_Score(1-5)
466,Australia,36,Other,Undergraduate,Business,YouTube Learning,Mobile,Hybrid,2023-02-03,4.98,18,6,47.26,4
467,India,50,Male,Professional,Business,edX,Desktop,Self-Paced,2023-12-31,3.18,18,9,65.94,4
468,Brazil,18,Male,Undergraduate,Business,Udacity,Mobile,Self-Paced,2023-11-03,4.98,12,5,28.7,4
469,China,27,Male,Postgraduate,Engineering,Udacity,Tablet,Instructor-Led,2023-12-05,3.42,12,9,31.94,5
470,Canada,33,Male,Postgraduate,Medicine,Coursera,Mobile,Hybrid,2023-06-26,3.7,19,8,99.22,4
471,Pakistan,40,Other,Postgraduate,Data Science,Khan Academy,Desktop,Instructor-Led,2023-10-14,2.48,9,0,85.66,2
472,Japan,39,Female,Professional,Business,edX,Laptop,Self-Paced,2023-08-11,4.14,15,2,63.61,2
473,Canada,20,Male,Professional,Arts,YouTube Learning,Desktop,Hybrid,2023-01-06,0.59,15,10,25.74,4
474,Germany,26,Female,High School,Medicine,Khan Academy,Laptop,Hybrid,2023-04-03,2.83,14,6,56.35,3
475,USA,45,Other,Postgraduate,Computer Science,Udacity,Desktop,Hybrid,2023-09-14,5.6,18,5,41.54,1
476,UK,48,Other,High School,Business,Khan Academy,Mobile,Hybrid,2023-02-10,4.52,8,7,31.37,5
477,Japan,15,Female,Professional,Medicine,Khan Academy,Tablet,Instructor-Led,2023-11-21,3.69,19,0,63.14,3
478,South Africa,34,Other,Postgraduate,Computer Science,YouTube Learning,Desktop,Hybrid,2023-06-30,4.89,9,2,96.85,1
479,France,46,Male,Undergraduate,Medicine,Coursera,Tablet,Instructor-Led,2023-03-28,4.11,9,9,65.83,1
480,Australia,26,Other,Undergraduate,Data Science,Khan Academy,Tablet,Self-Paced,2023-03-09,2.01,8,0,69.26,1
481,India,20,Male,Undergraduate,Arts,Khan Academy,Desktop,Self-Paced,2023-05-14,1.8,5,8,82.6,1
482,USA,31,Male,High School,Business,Khan Academy,Desktop,Instructor-Led,2023-12-05,4.01,6,9,55.21,3
483,Brazil,39,Female,Postgraduate,Business,Udacity,Desktop,Self-Paced,2023-06-04,5.72,17,3,58.1,4
484,UK,49,Other,Postgraduate,Arts,Udacity,Tablet,Instructor-Led,2023-05-28,2.97,10,8,94.18,1
485,China,30,Other,Undergraduate,Medicine,edX,Laptop,Instructor-Led,2023-05-19,1.04,20,9,41.37,4
486,UK,48,Male,Professional,Engineering,Udemy,Tablet,Instructor-Led,2023-10-08,0.55,2,0,20.85,4
487,Australia,22,Other,High School,Computer Science,Udacity,Laptop,Instructor-Led,2023-04-09,3.91,1,9,22.72,2
488,France,33,Female,High School,Data Science,Khan Academy,Tablet,Instructor-Led,2023-12-03,4.06,5,1,81.11,2
489,UAE,19,Female,High School,Arts,Khan Academy,Tablet,Self-Paced,2023-12-21,4.73,10,4,92.27,2
490,Germany,40,Male,Professional,Computer Science,Udemy,Desktop,Self-Paced,2023-05-13,1.96,14,1,96.45,4
491,UK,19,Other,Postgraduate,Arts,Coursera,Desktop,Self-Paced,2023-11-11,5.52,8,1,71.47,1
492,South Africa,36,Female,High School,Medicine,YouTube Learning,Desktop,Instructor-Led,2023-12-01,5.63,12,4,71.23,2
493,USA,39,Other,Professional,Computer Science,Udacity,Tablet,Instructor-Led,2023-08-12,4.5,2,8,52.31,2
494,Japan,36,Male,Professional,Engineering,YouTube Learning,Laptop,Self-Paced,2023-12-16,0.8,20,1,44.23,3
495,UK,37,Female,High School,Data Science,Khan Academy,Laptop,Self-Paced,2023-10-11,2.61,6,4,23.15,4
496,Pakistan,19,Other,Postgraduate,Arts,Udacity,Desktop,Self-Paced,2023-01-19,4.46,18,3,35.45,4
497,Germany,48,Female,Undergraduate,Data Science,Udacity,Laptop,Self-Paced,2023-01-19,2.36,1,6,47.14,1
498,USA,30,Other,Undergraduate,Computer Science,Udemy,Mobile,Instructor-Led,2023-01-19,3.19,0,7,78.84,5
499,UK,46,Other,Undergraduate,Computer Science,Udemy,Desktop,Instructor-Led,2023-02-19,1.44,18,1,56.49,1
500,India,28,Male,Undergraduate,Engineering,Coursera,Mobile,Instructor-Led,2023-12-14,1.16,18,8,52.16,2
501,China,30,Other,High School,Business,Coursera,Desktop,Self-Paced,2023-03-14,1.42,11,8,80.6,2
502,South Africa,33,Female,Professional,Data Science,Udemy,Laptop,Self-Paced,2023-01-09,0.94,0,2,90.37,1
503,South Africa,17,Other,Undergraduate,Data Science,Khan Academy,Mobile,Hybrid,2023-11-24,2.98,7,2,41.68,5
504,Japan,21,Other,Postgraduate,Medicine,Udacity,Laptop,Instructor-Led,2023-06-04,0.53,7,3,47.83,1
505,Brazil,45,Female,Undergraduate,Business,YouTube Learning,Mobile,Self-Paced,2023-11-17,2.02,6,1,72.75,2
506,UAE,44,Male,High School,Data Science,Coursera,Laptop,Self-Paced,2023-11-27,1.65,8,5,49.14,5
507,Australia,35,Female,Undergraduate,Data Science,YouTube Learning,Tablet,Self-Paced,2023-01-15,1.14,7,7,58.8,5
508,Germany,19,Female,Professional,Computer Science,Khan Academy,Laptop,Self-Paced,2023-02-26,1.04,13,3,46.09,4
509,Brazil,37,Female,Undergraduate,Engineering,Udemy,Mobile,Hybrid,2023-11-09,2.63,4,7,56.4,2
510,Canada,36,Male,Postgraduate,Medicine,Udemy,Laptop,Hybrid,2023-10-19,1.25,14,7,24.77,4
511,Australia,45,Female,Postgraduate,Computer Science,YouTube Learning,Desktop,Hybrid,2023-10-11,0.98,16,7,88.4,2
512,Australia,15,Female,High School,Computer Science,Khan Academy,Mobile,Instructor-Led,2023-05-07,2.89,7,9,39.83,2
513,Germany,20,Other,High School,Data Science,YouTube Learning,Desktop,Self-Paced,2023-09-29,4.95,3,7,51.55,4
514,Brazil,34,Male,Professional,Medicine,YouTube Learning,Mobile,Instructor-Led,2023-03-09,1.81,2,0,48.67,4
515,Brazil,44,Other,High School,Data Science,Coursera,Desktop,Hybrid,2023-08-26,5.31,12,2,81.75,3
516,Australia,28,Other,High School,Medicine,edX,Mobile,Hybrid,2023-06-20,2.13,8,9,62.47,5
517,Australia,17,Female,Postgraduate,Business,YouTube Learning,Mobile,Hybrid,2023-12-12,0.78,12,5,49.12,4
518,UK,45,Other,Undergraduate,Data Science,Udemy,Tablet,Instructor-Led,2023-12-30,1.26,10,3,81.89,5
519,India,43,Female,High School,Arts,YouTube Learning,Tablet,Instructor-Led,2023-05-17,2.83,1,1,60.29,3
520,UK,20,Female,Undergraduate,Engineering,Coursera,Mobile,Self-Paced,2023-11-14,4.2,2,3,49.45,4
521,Brazil,16,Female,Professional,Data Science,Udacity,Laptop,Instructor-Led,2023-05-22,1.31,4,3,28.96,5
522,UK,16,Male,Postgraduate,Arts,Udacity,Tablet,Hybrid,2023-06-27,4.56,0,4,53.61,2
523,China,34,Other,Undergraduate,Engineering,Udemy,Tablet,Self-Paced,2023-11-27,3.17,16,8,82.95,4
524,France,44,Male,Undergraduate,Data Science,Udacity,Tablet,Self-Paced,2023-09-05,2.08,1,2,49.75,3
525,UK,17,Female,Undergraduate,Arts,edX,Tablet,Self-Paced,2023-03-31,4.31,4,2,87.15,2
526,India,43,Other,Undergraduate,Medicine,edX,Mobile,Self-Paced,2023-04-16,0.69,10,5,65.0,2
527,USA,49,Other,Postgraduate,Data Science,YouTube Learning,Tablet,Instructor-Led,2023-07-27,4.73,14,5,94.49,2
528,UAE,43,Female,High School,Data Science,Khan Academy,Mobile,Self-Paced,2023-05-29,4.65,18,10,97.57,2
529,China,37,Male,Postgraduate,Computer Science,Udacity,Laptop,Hybrid,2023-12-14,2.19,12,9,64.08,2
530,UK,49,Female,High School,Medicine,Khan Academy,Laptop,Instructor-Led,2023-09-27,5.65,8,3,37.77,1
531,Pakistan,24,Other,Professional,Engineering,Khan Academy,Tablet,Self-Paced,2023-06-12,3.31,1,10,68.25,3
532,Germany,43,Other,Professional,Arts,edX,Laptop,Hybrid,2023-05-26,2.19,14,8,47.59,1
533,Canada,28,Female,Professional,Medicine,edX,Mobile,Hybrid,2023-08-06,2.78,18,9,78.29,1
534,Japan,44,Other,Undergraduate,Business,Udemy,Desktop,Instructor-Led,2023-07-12,2.75,8,6,27.08,2
535,China,50,Other,Professional,Business,Coursera,Mobile,Self-Paced,2023-10-11,5.03,9,9,59.25,3
536,Brazil,33,Female,Undergraduate,Arts,YouTube Learning,Laptop,Self-Paced,2023-05-15,4.02,20,7,44.01,1
537,Australia,45,Other,Professional,Engineering,YouTube Learning,Desktop,Hybrid,2023-03-03,3.21,2,9,81.18,3
538,Australia,18,Male,Postgraduate,Arts,YouTube Learning,Laptop,Instructor-Led,2023-03-03,4.53,0,4,49.86,2
539,France,33,Other,High School,Medicine,Udemy,Laptop,Self-Paced,2023-03-25,2.49,20,5,24.23,1
540,France,38,Male,Postgraduate,Business,Coursera,Laptop,Hybrid,2023-11-03,3.49,10,10,80.21,3
541,Germany,24,Other,Undergraduate,Business,Udacity,Mobile,Instructor-Led,2023-05-25,3.17,10,2,49.84,1
542,India,34,Other,Postgraduate,Business,Khan Academy,Tablet,Self-Paced,2023-08-24,1.14,4,0,93.28,4
543,South Africa,24,Other,Undergraduate,Engineering,Udemy,Laptop,Self-Paced,2023-12-30,4.59,3,3,44.37,2
544,UAE,45,Female,High School,Business,Coursera,Mobile,Hybrid,2023-02-10,4.7,3,1,53.98,1
545,France,15,Male,High School,Medicine,Udemy,Laptop,Self-Paced,2023-09-20,3.08,8,0,67.45,1
546,India,25,Other,Undergraduate,Medicine,Udacity,Mobile,Self-Paced,2023-12-10,1.0,8,9,48.12,3
547,UAE,49,Male,High School,Business,Udacity,Desktop,Instructor-Led,2023-10-24,3.41,6,4,81.06,2
548,Pakistan,42,Male,Undergraduate,Arts,Coursera,Tablet,Self-Paced,2023-12-24,2.92,3,2,67.15,3
549,South Africa,17,Male,Postgraduate,Arts,Coursera,Desktop,Instructor-Led,2023-08-27,1.25,11,4,28.83,5
550,Pakistan,33,Female,Undergraduate,Computer Science,Khan Academy,Tablet,Self-Paced,2023-08-22,2.22,14,3,68.03,5
551,Japan,20,Male,Undergraduate,Arts,Khan Academy,Mobile,Hybrid,2023-01-07,3.2,3,6,99.9,4
552,Pakistan,22,Male,Professional,Data Science,Khan Academy,Tablet,Hybrid,2023-03-28,5.86,10,3,25.18,5
553,China,40,Female,Postgraduate,Business,Khan Academy,Mobile,Self-Paced,2023-10-25,4.66,20,6,67.49,3
554,South Africa,18,Male,Professional,Data Science,Coursera,Laptop,Instructor-Led,2023-05-09,1.77,4,0,59.15,1
555,UAE,19,Other,Professional,Arts,Udemy,Tablet,Hybrid,2023-11-06,1.34,19,9,74.34,1
556,USA,17,Female,High School,Arts,Khan Academy,Tablet,Instructor-Led,2023-09-12,1.94,10,8,59.22,5
557,South Africa,25,Female,Professional,Business,edX,Desktop,Instructor-Led,2023-08-15,0.68,17,10,56.77,3
558,Australia,45,Female,Undergraduate,Medicine,Coursera,Desktop,Instructor-Led,2023-02-26,3.2,17,10,65.51,5
559,USA,16,Other,High School,Business,edX,Tablet,Hybrid,2023-09-11,2.58,11,4,67.28,3
560,Pakistan,37,Female,Professional,Engineering,Coursera,Laptop,Self-Paced,2023-10-26,5.4,10,6,22.15,1
561,India,25,Male,Postgraduate,Computer Science,Khan Academy,Desktop,Hybrid,2023-05-01,3.76,2,4,71.85,1
562,India,39,Other,Professional,Engineering,Udacity,Mobile,Instructor-Led,2023-09-21,1.97,15,9,92.11,1
563,Canada,34,Female,Professional,Business,Khan Academy,Mobile,Hybrid,2023-02-21,1.63,15,8,75.27,3
564,Australia,20,Other,High School,Medicine,edX,Tablet,Self-Paced,2023-04-20,0.76,18,6,42.99,2
565,Brazil,34,Other,Postgraduate,Arts,YouTube Learning,Tablet,Self-Paced,2023-10-18,3.11,6,5,84.09,1
566,Canada,16,Other,Undergraduate,Medicine,Khan Academy,Laptop,Hybrid,2023-08-01,3.94,14,10,52.18,5
567,South Africa,18,Other,Undergraduate,Engineering,Khan Academy,Laptop,Self-Paced,2023-08-28,4.01,19,6,41.43,5
568,UK,28,Female,Postgraduate,Engineering,YouTube Learning,Laptop,Instructor-Led,2023-03-19,4.71,13,6,79.71,3
569,USA,30,Female,Professional,Arts,Udacity,Desktop,Instructor-Led,2023-12-18,2.73,3,2,68.1,2
570,France,32,Other,Undergraduate,Data Science,Coursera,Desktop,Self-Paced,2023-11-28,1.61,8,2,92.45,1
571,Pakistan,38,Other,High School,Arts,YouTube Learning,Laptop,Self-Paced,2023-01-29,0.96,19,4,88.77,1
572,UAE,48,Female,Professional,Computer Science,Udemy,Mobile,Instructor-Led,2023-02-27,3.25,3,8,65.68,5
573,Canada,21,Male,Undergraduate,Engineering,Khan Academy,Desktop,Instructor-Led,2023-06-18,4.55,7,6,86.59,2
574,Pakistan,45,Other,Undergraduate,Engineering,Udemy,Tablet,Instructor-Led,2023-10-29,3.43,3,5,24.47,5
575,South Africa,30,Female,Professional,Engineering,YouTube Learning,Tablet,Hybrid,2023-07-08,0.62,19,0,85.71,1
576,Pakistan,31,Female,High School,Business,edX,Laptop,Self-Paced,2023-03-04,1.8,14,6,62.79,1
577,France,20,Female,Professional,Data Science,Khan Academy,Tablet,Hybrid,2023-08-13,5.34,20,6,70.51,1
578,UK,37,Female,Postgraduate,Arts,YouTube Learning,Mobile,Self-Paced,2023-08-05,5.01,5,4,90.14,5
579,Pakistan,27,Other,Postgraduate,Engineering,Udacity,Mobile,Self-Paced,2023-11-25,3.97,20,2,71.33,1
580,Brazil,41,Female,Professional,Arts,YouTube Learning,Laptop,Instructor-Led,2023-03-22,4.42,20,2,39.97,5
581,Pakistan,38,Male,Professional,Arts,Udacity,Laptop,Self-Paced,2023-03-30,5.05,9,3,75.0,1
582,China,27,Female,Undergraduate,Computer Science,Khan Academy,Desktop,Hybrid,2023-01-12,4.06,20,3,93.85,1
583,USA,48,Female,Professional,Data Science,Khan Academy,Mobile,Self-Paced,2023-05-14,5.77,5,9,31.94,1
584,Pakistan,23,Female,Undergraduate,Medicine,Udemy,Tablet,Hybrid,2024-01-01,5.7,8,4,36.25,4
585,France,30,Other,Professional,Business,edX,Desktop,Self-Paced,2023-12-13,1.49,4,0,35.15,3
586,South Africa,39,Other,Professional,Data Science,Udacity,Tablet,Self-Paced,2023-01-06,5.29,12,10,57.51,2
587,Australia,17,Male,Postgraduate,Medicine,Udacity,Desktop,Instructor-Led,2023-02-18,0.79,7,7,64.56,3
588,Canada,31,Male,Professional,Engineering,Khan Academy,Laptop,Self-Paced,2023-07-22,1.23,17,0,73.7,5
589,USA,23,Female,Postgraduate,Data Science,edX,Desktop,Instructor-Led,2023-06-12,2.88,8,1,76.82,3
590,Pakistan,25,Female,Professional,Business,Udacity,Desktop,Self-Paced,2023-05-15,4.69,8,8,69.03,3
591,Canada,44,Female,High School,Arts,Coursera,Desktop,Instructor-Led,2023-04-07,1.76,1,7,31.89,3
592,India,20,Male,Postgraduate,Business,Udemy,Tablet,Hybrid,2023-12-30,3.02,3,2,64.87,1
593,Canada,41,Male,Undergraduate,Arts,YouTube Learning,Mobile,Instructor-Led,2023-12-06,3.71,0,8,66.85,5
594,Australia,21,Female,Undergraduate,Computer Science,Coursera,Desktop,Hybrid,2023-01-14,5.9,3,6,42.74,3
595,India,17,Other,Professional,Engineering,YouTube Learning,Laptop,Self-Paced,2023-12-04,3.96,8,9,58.39,1
596,Australia,39,Male,Professional,Engineering,Udemy,Laptop,Instructor-Led,2023-01-25,2.06,1,1,84.12,5
597,Brazil,24,Male,Postgraduate,Arts,Khan Academy,Tablet,Hybrid,2023-02-15,1.65,12,6,21.64,3
598,China,43,Female,Professional,Engineering,Udacity,Desktop,Self-Paced,2023-11-05,4.16,11,8,30.5,2
599,UK,17,Other,Postgraduate,Arts,YouTube Learning,Laptop,Hybrid,2023-08-05,3.88,13,10,84.88,4
600,UK,33,Female,Professional,Computer Science,Khan Academy,Tablet,Self-Paced,2023-12-18,5.62,16,10,77.09,5
601,France,18,Other,High School,Computer Science,Udacity,Mobile,Hybrid,2023-03-07,2.15,7,8,74.75,4
602,France,20,Other,High School,Computer Science,YouTube Learning,Desktop,Self-Paced,2023-08-06,3.06,18,4,53.04,3
603,Australia,44,Other,Professional,Medicine,edX,Tablet,Self-Paced,2023-04-04,0.75,13,4,87.43,3
604,Pakistan,49,Male,High School,Arts,Coursera,Mobile,Self-Paced,2023-04-19,4.61,19,4,34.81,1
605,Australia,38,Other,Professional,Engineering,Coursera,Laptop,Self-Paced,2023-12-02,4.3,19,7,58.17,3
606,China,24,Other,Undergraduate,Arts,YouTube Learning,Laptop,Self-Paced,2023-01-08,4.99,6,0,35.26,2
607,Canada,24,Other,Professional,Arts,Khan Academy,Mobile,Instructor-Led,2023-06-04,1.31,13,0,81.58,1
608,USA,21,Other,Professional,Arts,Khan Academy,Tablet,Self-Paced,2023-10-27,2.12,12,0,39.41,3
609,Germany,18,Other,High School,Arts,Udacity,Tablet,Hybrid,2023-09-07,3.32,19,10,51.97,4
610,Australia,37,Female,Professional,Computer Science,Udemy,Tablet,Hybrid,2023-02-02,4.07,15,1,41.43,4
611,Brazil,36,Other,Professional,Business,edX,Desktop,Instructor-Led,2023-04-09,2.91,16,3,57.54,5
612,Germany,33,Other,High School,Data Science,Khan Academy,Laptop,Self-Paced,2023-12-11,2.48,15,2,72.2,5
613,Germany,28,Other,High School,Computer Science,edX,Tablet,Instructor-Led,2023-04-13,3.21,13,7,32.51,3
614,India,42,Male,Undergraduate,Computer Science,Udacity,Laptop,Instructor-Led,2023-12-13,5.05,16,0,32.69,1
615,Canada,47,Other,High School,Data Science,Coursera,Desktop,Instructor-Led,2023-05-13,4.82,1,8,99.49,3
616,USA,47,Male,Undergraduate,Data Science,Coursera,Laptop,Instructor-Led,2023-02-26,4.8,19,1,97.97,5
617,Canada,38,Female,Undergraduate,Computer Science,Udemy,Desktop,Instructor-Led,2023-03-22,4.39,16,7,78.27,1
618,Canada,20,Female,Postgraduate,Data Science,Khan Academy,Tablet,Hybrid,2023-01-04,4.95,10,4,39.63,5
619,Canada,42,Female,Professional,Arts,Udacity,Tablet,Self-Paced,2023-12-07,4.64,16,6,39.64,2
620,India,35,Female,Undergraduate,Arts,Coursera,Desktop,Self-Paced,2023-08-15,0.55,16,1,31.65,1
621,France,41,Female,Postgraduate,Data Science,YouTube Learning,Tablet,Instructor-Led,2023-12-05,1.33,18,0,93.8,5
622,China,28,Other,Professional,Data Science,edX,Desktop,Self-Paced,2023-01-05,5.45,19,2,86.16,4
623,Japan,33,Male,High School,Medicine,Udacity,Tablet,Hybrid,2023-06-04,3.46,12,2,26.74,5
624,France,30,Female,Professional,Medicine,Coursera,Mobile,Instructor-Led,2023-06-24,1.38,0,8,80.56,5
625,China,34,Other,High School,Arts,edX,Laptop,Hybrid,2023-05-13,2.45,1,10,70.16,1
626,Australia,29,Female,Postgraduate,Engineering,YouTube Learning,Laptop,Hybrid,2023-10-25,5.42,20,10,65.25,5
627,Germany,38,Female,High School,Business,YouTube Learning,Desktop,Instructor-Led,2023-07-13,1.86,10,8,61.57,5
628,China,19,Female,Professional,Medicine,Udacity,Desktop,Instructor-Led,2023-02-11,2.84,4,7,27.38,2
629,Canada,24,Other,Undergraduate,Arts,YouTube Learning,Desktop,Self-Paced,2023-10-27,2.83,14,7,59.91,4
630,USA,25,Other,Postgraduate,Computer Science,Udacity,Desktop,Self-Paced,2023-12-27,3.41,6,7,61.05,4
631,India,34,Female,Postgraduate,Engineering,Khan Academy,Mobile,Self-Paced,2023-03-03,2.09,16,2,49.57,1
632,Canada,46,Male,High School,Medicine,edX,Mobile,Self-Paced,2023-03-14,2.82,9,4,82.7,2
633,China,23,Male,Professional,Arts,YouTube Learning,Desktop,Self-Paced,2023-08-02,2.2,14,5,58.49,4
634,Germany,40,Female,High School,Data Science,Khan Academy,Tablet,Hybrid,2023-06-16,3.94,19,6,27.15,4
635,Japan,22,Other,High School,Business,Udacity,Mobile,Hybrid,2023-02-15,4.39,18,10,89.28,3
636,Canada,16,Female,Undergraduate,Business,YouTube Learning,Desktop,Self-Paced,2023-09-25,3.12,0,1,35.15,5
637,India,42,Male,Professional,Computer Science,Udacity,Tablet,Instructor-Led,2023-10-01,2.71,1,7,68.55,1
638,Canada,26,Female,High School,Business,edX,Desktop,Hybrid,2023-05-12,5.89,17,2,27.28,3
639,France,39,Male,Postgraduate,Business,Khan Academy,Tablet,Instructor-Led,2023-03-28,5.79,5,0,24.71,1
640,UAE,30,Female,Professional,Computer Science,edX,Mobile,Instructor-Led,2023-07-12,5.45,1,3,95.33,2
641,USA,32,Other,High School,Business,Udacity,Laptop,Instructor-Led,2023-08-26,0.86,0,6,64.25,2
642,UAE,24,Female,Undergraduate,Business,Udacity,Desktop,Hybrid,2023-10-18,0.96,20,8,52.54,2
643,USA,18,Female,Postgraduate,Medicine,edX,Desktop,Instructor-Led,2023-08-20,4.97,19,4,23.34,2
644,South Africa,49,Other,High School,Engineering,Coursera,Desktop,Hybrid,2023-11-20,5.12,9,0,37.02,2
645,Australia,47,Female,Postgraduate,Data Science,edX,Desktop,Instructor-Led,2023-03-04,4.49,8,6,86.44,2
646,India,16,Other,Undergraduate,Data Science,Coursera,Desktop,Self-Paced,2023-05-06,2.27,6,7,72.98,5
647,UK,19,Other,High School,Data Science,Khan Academy,Mobile,Instructor-Led,2023-01-05,2.77,15,6,73.82,5
648,China,38,Male,Professional,Computer Science,Udemy,Mobile,Instructor-Led,2023-07-12,2.47,5,0,86.2,1
649,UAE,29,Male,Professional,Engineering,Coursera,Tablet,Instructor-Led,2023-12-15,2.47,2,9,93.71,3
650,UK,32,Other,Professional,Business,Udacity,Laptop,Hybrid,2023-12-27,1.65,6,10,76.56,4
651,Canada,19,Male,Postgraduate,Medicine,Udemy,Tablet,Self-Paced,2023-10-17,3.82,5,1,73.77,5
652,Brazil,50,Female,High School,Arts,YouTube Learning,Mobile,Instructor-Led,2023-12-14,5.83,17,9,21.85,3
653,China,46,Female,High School,Data Science,Udemy,Mobile,Instructor-Led,2023-08-10,2.74,3,10,87.55,5
654,UK,16,Other,Undergraduate,Data Science,Khan Academy,Mobile,Self-Paced,2023-08-04,2.24,12,3,62.59,3
655,USA,45,Female,High School,Medicine,YouTube Learning,Tablet,Instructor-Led,2023-04-11,2.21,20,10,33.16,1
656,Japan,30,Male,Professional,Computer Science,YouTube Learning,Desktop,Hybrid,2023-05-07,1.81,10,0,28.63,3
657,South Africa,19,Male,High School,Arts,Coursera,Tablet,Hybrid,2023-03-05,0.83,1,6,26.84,3
658,France,39,Female,High School,Medicine,Khan Academy,Laptop,Hybrid,2023-11-17,1.06,1,8,54.55,1
659,Australia,21,Female,High School,Arts,Udacity,Tablet,Hybrid,2023-12-04,2.99,14,6,69.92,5
660,Australia,23,Other,Postgraduate,Engineering,Khan Academy,Desktop,Hybrid,2023-04-09,0.57,2,9,28.64,2
661,France,42,Other,Postgraduate,Engineering,Udacity,Laptop,Self-Paced,2023-11-14,1.84,1,0,55.57,2
662,Australia,24,Male,Undergraduate,Medicine,Udacity,Mobile,Instructor-Led,2023-08-29,2.39,11,0,44.69,5
663,Germany,45,Other,Professional,Medicine,YouTube Learning,Tablet,Hybrid,2023-06-26,1.6,6,1,35.63,3
664,UK,44,Male,Professional,Business,Coursera,Laptop,Hybrid,2023-10-17,3.89,13,5,97.05,2
665,Germany,40,Male,High School,Engineering,Coursera,Mobile,Instructor-Led,2023-04-28,1.67,15,5,57.32,4
666,UAE,38,Male,High School,Business,Udemy,Tablet,Self-Paced,2023-01-16,1.28,14,3,64.38,5
667,Canada,27,Male,Undergraduate,Engineering,Coursera,Mobile,Hybrid,2023-04-23,4.45,10,8,90.83,2
668,France,44,Male,Postgraduate,Engineering,YouTube Learning,Laptop,Hybrid,2023-03-12,4.83,3,5,50.31,2
669,Canada,27,Male,Professional,Data Science,edX,Tablet,Hybrid,2023-11-16,5.33,2,1,90.53,2
670,Germany,49,Female,Undergraduate,Engineering,Udemy,Mobile,Hybrid,2023-08-08,1.85,1,9,98.16,5
671,South Africa,20,Female,High School,Business,Udacity,Desktop,Hybrid,2023-05-24,5.18,18,7,89.83,2
672,Japan,45,Other,Professional,Arts,edX,Desktop,Hybrid,2023-09-18,3.35,5,5,49.94,3
673,Pakistan,28,Female,Professional,Arts,Udacity,Laptop,Instructor-Led,2023-10-26,1.64,6,7,71.98,2
674,Japan,37,Male,High School,Arts,Udacity,Tablet,Instructor-Led,2023-05-11,1.24,2,4,64.04,4
675,Pakistan,16,Male,Professional,Business,edX,Mobile,Instructor-Led,2023-08-19,2.75,15,5,57.4,3
676,UAE,32,Male,High School,Computer Science,Coursera,Tablet,Self-Paced,2023-02-12,3.26,17,10,43.56,1
677,South Africa,32,Male,Undergraduate,Data Science,YouTube Learning,Tablet,Self-Paced,2023-10-07,1.58,10,4,36.02,3
678,UAE,15,Female,Undergraduate,Arts,Udemy,Laptop,Hybrid,2023-06-03,2.41,12,6,42.55,5
679,India,20,Female,Undergraduate,Arts,YouTube Learning,Desktop,Self-Paced,2023-04-18,3.34,17,7,57.96,4
680,Canada,34,Other,High School,Arts,YouTube Learning,Tablet,Instructor-Led,2023-08-13,3.57,11,2,56.0,5
681,India,16,Other,High School,Business,Udemy,Tablet,Hybrid,2023-04-26,4.27,12,8,53.53,3
682,Germany,40,Male,Professional,Business,Khan Academy,Mobile,Instructor-Led,2023-11-19,5.53,18,6,83.93,4
683,UK,50,Male,High School,Data Science,Udacity,Desktop,Self-Paced,2023-10-19,4.01,9,1,96.96,2
684,Germany,33,Other,High School,Arts,Coursera,Tablet,Hybrid,2023-04-06,5.51,12,4,35.92,2
685,UK,23,Other,Professional,Arts,YouTube Learning,Mobile,Instructor-Led,2023-01-06,5.23,13,6,33.75,2
686,Canada,34,Other,Undergraduate,Medicine,YouTube Learning,Desktop,Instructor-Led,2023-04-16,1.63,13,10,30.39,4
687,UAE,30,Other,Postgraduate,Medicine,Khan Academy,Desktop,Instructor-Led,2023-04-14,1.28,2,6,20.6,5
688,South Africa,34,Female,Undergraduate,Arts,Udemy,Laptop,Hybrid,2023-10-22,1.0,20,7,23.13,3
689,Pakistan,17,Male,Undergraduate,Engineering,YouTube Learning,Tablet,Hybrid,2023-08-10,5.51,5,9,56.63,1
690,UAE,50,Male,Postgraduate,Computer Science,Coursera,Tablet,Instructor-Led,2023-02-04,4.47,6,7,75.84,4
691,UK,44,Female,Postgraduate,Data Science,Khan Academy,Laptop,Instructor-Led,2023-08-19,1.64,1,7,33.19,1
692,China,44,Male,High School,Medicine,YouTube Learning,Laptop,Hybrid,2023-01-20,1.13,4,5,20.86,4
693,Australia,21,Male,Postgraduate,Computer Science,Udacity,Desktop,Self-Paced,2023-08-13,5.01,5,2,31.22,1
694,India,26,Male,High School,Data Science,Udacity,Laptop,Instructor-Led,2023-02-09,0.56,8,2,73.71,4
695,Pakistan,34,Female,High School,Medicine,Coursera,Mobile,Instructor-Led,2023-12-23,3.99,16,10,23.82,1
696,USA,41,Male,High School,Engineering,Udemy,Mobile,Self-Paced,2023-04-14,2.56,7,3,94.31,1
697,Pakistan,47,Male,Postgraduate,Engineering,Udacity,Laptop,Hybrid,2023-02-19,5.07,5,2,83.75,1
698,Germany,21,Female,Postgraduate,Business,Coursera,Desktop,Hybrid,2023-04-17,2.67,13,1,94.75,2
699,Brazil,38,Male,High School,Business,Khan Academy,Tablet,Hybrid,2023-06-11,1.67,7,1,20.96,3
